Formula	Mass	Element	Classification	D00R01	D00R02	D00R03	D00R04	D00R05	D00R06	D03R01	D03R02	D03R03	D03R04	D03R05	D03R06	D06R01	D06R02	D06R03	D06R04	D06R05	D06R06	D09R01	D09R02	D09R03	D09R04	D09R05	D09R06	D12R01	D12R02	D12R03	D12R04	D12R05	D12R06	D24R01	D24R02	D24R03	D24R04	D24R05	D24R06	D48R01	D48R02	D48R03	D48R04	D48R05	D48R06	D96R01	D96R02	D96R03	D96R04	D96R05	D96R06
C10H15O3NS	229.077265	CH(O)NS	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H15O4N	213.100109	CH(O)N	protein or amino sugars	0	0	0	0	0	0	8.41E-05	4.78E-05	4.42E-05	5.56E-05	3.60E-05	0.000102366	0.000146234	7.61E-05	6.31E-05	7.00E-05	5.79E-05	5.27E-05	3.86E-05	0	9.78E-05	0	0.000122424	5.11E-05	0	0	0	0	7.53E-05	0	0	5.69E-05	0	3.15E-05	3.64E-05	0	0	0.000196164	0	0.000154155	0	0	0.000134507	0.000182206	0	0	0	0
C10H15O4NS	245.07218	CH(O)NS	protein or amino sugars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.41E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000135116	0
C10H15O5N	229.095024	CH(O)N	protein or amino sugars	0	0	0	0	0	0	5.87E-05	6.73E-05	0	5.13E-05	4.74E-05	3.99E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.27E-05	0	0	0	0	0	4.89E-05	0	0	0	0	0	0.000136826	0	0	0	0	0	0.000174469	0	0	0	0
C10H15O5NS	261.067095	CH(O)NS	protein or amino sugars	0	0	0	0	0	0	0	0	0	3.37E-05	4.03E-05	4.43E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H15O6N	245.089939	CH(O)N	protein or amino sugars	0	0	0	0	0	0	9.56E-05	0.000106321	9.60E-05	9.04E-05	0.000105935	9.68E-05	2.96E-05	0	4.52E-05	0	0	3.31E-05	0	3.46E-05	3.45E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H15O6N3S2	337.040229	CH(O)NS	protein or amino sugars	0	0	0	0	0	0	0	0	4.88E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.23E-05	6.09E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H15O6NS	277.06201	CH(O)NS	protein or amino sugars	0	0	0.000100627	0	0	0.000109795	0.000127868	0.000130526	0.000143259	0.000130343	0.000169063	0.000193184	0	0	0	0	0	0	0	0	0	5.87E-05	5.22E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H15O6NS2	309.034081	CH(O)NS	protein or amino sugars	0	0	0	0	0	0	8.90E-05	6.81E-05	0	0.000104938	5.32E-05	0	3.63E-05	0	0	0	0	4.31E-05	5.79E-05	0	3.84E-05	5.24E-05	6.24E-05	8.06E-05	3.73E-05	0	0	0	0	4.45E-05	3.78E-05	4.96E-05	0	5.01E-05	3.88E-05	3.34E-05	0	0.000125366	0	0	0	0	0	0	0	0	0	0
C10H15O6P	262.060627	CH(O)P	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H15O7N	261.084854	CH(O)N	carbohydrates	0	0	0	0	0	0	4.38E-05	4.73E-05	8.63E-05	0	6.20E-05	0	0	0	0	5.12E-05	0	0	0	0	0	0	4.75E-05	0	0	0	0	0	0	0.000144638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H15O7NS	293.056925	CH(O)NS	carbohydrates	0	0	0	0	0	0	0	5.04E-05	0	0	6.16E-05	4.65E-05	0	0	0	0	0	0	0	0	6.07E-05	0	7.37E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H15O7NS2	325.028996	CH(O)NS	carbohydrates	0	0	0	0	0	0	0.000146852	0.000168242	0.000195596	0.000170844	0.000188835	0.000167344	7.08E-05	4.29E-05	4.99E-05	5.14E-05	8.07E-05	7.62E-05	4.84E-05	6.41E-05	7.54E-05	5.47E-05	5.63E-05	0.000110537	4.86E-05	0	0	6.28E-05	5.76E-05	4.11E-05	5.31E-05	2.77E-05	3.96E-05	5.62E-05	0	4.56E-05	0	0	0	0	0	0	0	0	0	0	0	0
C10H15O8NS2	341.023911	CH(O)NS	carbohydrates	0	0	0	0	0	0	0.000126209	4.00E-05	8.39E-05	6.35E-05	3.86E-05	0.00011315	3.38E-05	0	4.32E-05	0	0	0	0	5.36E-05	5.68E-05	0	0	4.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H16O	152.120115	CH(O)	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H16O2	168.11503	CH(O)	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000306096
C10H16O3	184.109945	CH(O)	lipids	0.000167708	0.000166465	0.000124606	0.000167414	0.000109798	0.000201067	5.42E-05	4.33E-05	7.02E-05	6.61E-05	6.90E-05	7.24E-05	0	0	0	0	0	0	4.08E-05	3.96E-05	3.13E-05	7.48E-05	7.75E-05	0	0	0	0	4.55E-05	4.16E-05	0	0	7.48E-05	3.99E-05	7.23E-05	4.73E-05	3.67E-05	7.50E-05	0.000284101	0.000213975	0.000216067	0.000184845	0	0.000124869	0.000268612	0.000261168	0.000225063	0.000274916	0.000350017
C10H16O3NP	229.086781	CH(O)NP	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000112365	0	0
C10H16O3S	216.082016	CH(O)S	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06E-05	0	0	0	0	0.000144885	0	0	0	0	0	0	0	0
C10H16O4	200.10486	CH(O)	unclassified	0.000144306	0.000145235	0.000173915	0.000204377	0.000142941	0.000127738	0.000120427	0.000176245	0.000158288	0.000190081	0.000179067	0.000160767	5.88E-05	0.000100123	9.24E-05	0.00015984	7.98E-05	6.52E-05	6.76E-05	0.000125514	8.86E-05	0.000166417	0.000171218	9.20E-05	6.31E-05	9.28E-05	6.51E-05	0.000133346	0.000104743	7.27E-05	6.85E-05	0.000177218	0.000104821	0.000213293	0.000154045	9.96E-05	0.000147965	0.000456131	0.000478502	0.000539381	0.000614495	0.000316559	0.000397292	0.000596048	0.000606718	0.000703471	0.000645353	0.000499096
C10H16O4N2	228.111008	CH(O)N	protein or amino sugars	0.000147933	0.00010744	0	0	0	0	5.31E-05	8.05E-05	6.12E-05	5.26E-05	5.62E-05	5.40E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H16O4N2S	260.083079	CH(O)NS	protein or amino sugars	0.000201094	0.000141254	0.000163146	0.000149265	0.000191341	0.000173157	0	0	0	0	3.89E-05	5.85E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H16O4S	232.076931	CH(O)S	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.78E-05	0	3.34E-05	0	0.000102213	6.90E-05	9.72E-05	0.000276496	6.96E-05	3.32E-05	0.000104217	5.54E-05	8.96E-05	0.000173709	8.13E-05	6.61E-05	0.000336098	0.000108374	0.00014512	0.000693763	9.53E-05	0.000116015	0.000403667	0.000315624	0.000226811	0.000809452	0.00020299	0.000276617	0.0002483	0.000164876	0.000134379	0.001148224	0
C10H16O5	216.099775	CH(O)	unclassified	0	0.00012257	0.000178967	0.000218388	0	0.000109873	0.000118369	0.000150906	0.000147719	0.000148429	0.00015545	0.000158601	8.51E-05	0.000129526	0.000120876	0.000164502	0.000112946	9.52E-05	0.000135488	9.86E-05	0.000132128	0.000232228	0.000169387	0.00011854	9.75E-05	9.38E-05	9.39E-05	0.000171907	0.000117604	0.000103692	0.000113294	0.000236971	0.000164225	0.00032017	0.00021869	0.000135585	0.000309547	0.000623015	0.000659906	0.000810253	0.000774272	0.000296155	0.000614617	0.000495914	0.000548574	0.000565315	0.000612999	0.00035646
C10H16O5N2	244.105923	CH(O)N	protein or amino sugars	0	0	0	0	0	0	6.64E-05	6.33E-05	0	4.18E-05	6.38E-05	7.25E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H16O5N2S	276.077994	CH(O)NS	protein or amino sugars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000107267	0	0	0	0	0
C10H16O5N2S2	308.050065	CH(O)NS	protein or amino sugars	0	0	0	0	0	0	4.14E-05	5.91E-05	0	5.06E-05	0	0	0	0	3.47E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H16O5S	248.071846	CH(O)S	unclassified	0	0	0	0	0	0	3.79E-05	4.40E-05	0	3.35E-05	0	0	3.00E-05	0	0	4.55E-05	3.92E-05	4.22E-05	4.03E-05	4.30E-05	6.19E-05	7.12E-05	0.000129372	6.07E-05	0	5.13E-05	0	0	8.73E-05	0	2.97E-05	7.34E-05	5.30E-05	5.94E-05	8.71E-05	4.28E-05	6.50E-05	0.000216191	0.000152284	0.000199948	0.000292464	0.000176544	0.000120451	0.000153318	0	0.000132139	0.000342901	0
C10H16O6	232.09469	CH(O)	unclassified	0	0	0.000130347	0	0	0.000119905	9.95E-05	0.00011163	9.68E-05	0.000124949	0.000100272	0.000158588	3.53E-05	3.92E-05	4.08E-05	7.47E-05	4.63E-05	4.96E-05	5.72E-05	4.13E-05	5.66E-05	0.000100875	6.80E-05	8.82E-05	4.42E-05	4.14E-05	3.16E-05	4.86E-05	4.22E-05	6.11E-05	3.88E-05	6.73E-05	5.80E-05	8.42E-05	5.83E-05	4.90E-05	8.44E-05	0.000156555	0.000160624	0.000176889	0.000178136	0	0.000227537	0.000128821	0.000225504	0.000266163	0.000181948	0
C10H16O6N2	260.100838	CH(O)N	protein or amino sugars	0.000116737	0.00013298	0	0	0.000102374	0.000140343	9.28E-05	7.24E-05	0.000377459	4.30E-05	0.000191834	0.000153671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H16O6N2S	292.072909	CH(O)NS	protein or amino sugars	0	0.000109954	0	0	0.000120973	0	7.88E-05	0	0.000156674	0.000138224	0.000147897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H16O6N2S2	324.04498	CH(O)NS	protein or amino sugars	0	0	0	0	0	0	0	0	0.00014373	0	0	0.00011205	0	0	0	0	0	0	0	0	0	5.34E-05	5.78E-05	4.21E-05	3.18E-05	0	0	0	0	0	0	2.54E-05	0	3.95E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H16O6S	264.066761	CH(O)S	unclassified	0	0	0	0	0	0	4.19E-05	3.99E-05	0	4.52E-05	4.01E-05	4.66E-05	0	0	0	0	0	0	0	0	3.84E-05	6.03E-05	0	4.41E-05	0	0	0	0	0	0	0	3.86E-05	0	3.89E-05	3.36E-05	0	0	0.000185743	0.000146185	0.00016754	0.000190763	0	0.000204492	0.000282707	0.000184373	0.000219242	0.00026459	0
C10H16O7	248.089605	CH(O)	carbohydrates	0	0.00010301	0	0	0	9.14E-05	0.000114498	0.000190779	9.63E-05	7.59E-05	8.18E-05	0.000121369	0	0	0	0	0	0	6.24E-05	0	0	0.000101073	0	5.16E-05	0	0	0	0	0	0	3.91E-05	4.99E-05	4.80E-05	7.72E-05	4.54E-05	3.17E-05	0	0.00013605	0.000150128	0.00016366	0	0	0	0	0.000236778	0.00011965	0	0
C10H16O7N2	276.095753	CH(O)N	carbohydrates	0	9.98E-05	0	0	0.000101227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H16O7N2S2	340.039895	CH(O)NS	carbohydrates	0	0	0	0	0	0	0	3.78E-05	8.16E-05	5.51E-05	6.87E-05	0.000124894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H16O7S	280.061676	CH(O)S	carbohydrates	0	0	0	0	0	0	3.27E-05	3.66E-05	5.06E-05	0	4.82E-05	6.22E-05	0	0	0	0	0	0	0	0	0	0	5.65E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131641	0	0	0	0.000127613	0
C10H16O8	264.08452	CH(O)	carbohydrates	0	0	0	0	0.000105551	0	0	0	7.77E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H16O9	280.079435	CH(O)	carbohydrates	0.00013961	0.000188826	0	0	0.000224618	0.000161133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H17O4N	215.115759	CH(O)N	protein or amino sugars	0	0	0	0	0	0	0	3.59E-05	0	4.68E-05	0	3.13E-05	3.66E-05	4.65E-05	6.68E-05	0	4.67E-05	0	0	4.39E-05	0	0	0	0	0	0	0	0	0	0	0	9.01E-05	0	0	3.06E-05	0	0	0.000182526	0	0	0.000158873	0	0.000151849	0	0	0	0.00015704	0
C10H17O4N3S2	307.066049	CH(O)NS	protein or amino sugars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000154498	0	0	0	0	0	0	0
C10H17O4NS	247.08783	CH(O)NS	protein or amino sugars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H17O5N	231.110674	CH(O)N	protein or amino sugars	0	0	0	0.000117101	0	0.000118259	0.000635415	0.000393782	0.000391479	0.000278781	0.000297664	0.000732732	0.001362962	0.000675628	0.000579739	0.000431293	0.000615917	0.00051103	0.000357804	0.000216727	0.000736929	0.000213841	0.000865121	0.000231041	0.000242872	0.000161231	7.04E-05	6.39E-05	0.000706362	0.000304865	0.000131986	0.00043799	0.000117598	0.000135962	0.000219669	8.25E-05	0.000120733	0.000635516	0.00023238	0.000367228	0.000381947	0.000168366	0.00026089	0.00072751	0.000222418	0.000344623	0.000278425	0
C10H17O5NS	263.082745	CH(O)NS	protein or amino sugars	0	0	0	0	0	0	4.53E-05	0	0	0	0	0	0	0	0	7.21E-05	0	0	4.02E-05	0	0	0.000127817	0.000102776	0	0	0	0	0	0	0	0	4.38E-05	0	0.000123706	6.91E-05	0	6.76E-05	0.000171575	0.000163266	0.000588389	0.000512968	0	0.000180018	0	0.000275404	0.000498258	0.000383194	0
C10H17O5NS2	295.054816	CH(O)NS	protein or amino sugars	0	0	0	0	0	0	3.38E-05	5.83E-05	0	4.78E-05	0	0	0	0	0	0	0	0	4.72E-05	3.81E-05	0	6.19E-05	0	3.36E-05	0	0	0	0	0	0	0	3.25E-05	0	3.92E-05	0	4.67E-05	0	0.000224402	0.000213926	0.00020328	0.000184398	0.000163893	0	0	0	0.000139437	0.000140036	0
C10H17O5PS	280.053433	CH(O)PS	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014811	0	0	0	0	0	0	0
C10H17O6N	247.105589	CH(O)N	protein or amino sugars	0	0	0	0	0	0	0	0.000117344	0	0	0	0	3.64E-05	0	0	0	0	0	0	0	5.73E-05	5.91E-05	5.96E-05	3.31E-05	0	0	0	0	0	0	0	3.94E-05	0	3.64E-05	0	0	0	0	0	0	0	0	0	0.000157205	0.000178369	0	0	0
C10H17O6NS	279.07766	CH(O)NS	protein or amino sugars	0	0	0	0	0	0	4.03E-05	0	0	9.07E-05	0	0	0	0	4.07E-05	0	0	0	0	0	6.97E-05	0	0.000104423	4.24E-05	0	0	0	0	0	0	0	0	5.49E-05	0	0	0	0	0	0	0	0	0	0.000380414	0	0	0	0.000172937	0
C10H17O6NS2	311.049731	CH(O)NS	protein or amino sugars	0	0	0	0	0	0	0.000108069	0.000158912	7.99E-05	0.000148064	0.000127017	8.33E-05	0.000129225	4.86E-05	4.38E-05	7.59E-05	0.00010993	0.000111294	8.08E-05	0.000101878	8.73E-05	0.000112613	8.34E-05	0.000148894	0.00010438	8.44E-05	5.04E-05	0.000108794	6.28E-05	0.000103625	8.63E-05	3.78E-05	3.57E-05	0.000121511	0	8.00E-05	9.58E-05	0.000231086	0	0.000199851	0.000202585	0	0	0	0	0.000124955	0.000124833	0
C10H17O7NS	295.072575	CH(O)NS	carbohydrates	0	0	0	0	0	0	3.21E-05	0	0	0	3.48E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H17O8NS2	343.039561	CH(O)NS	carbohydrates	0	0	0	0	0	0	0.000356043	0.000174092	0.000269971	0.000204268	0.000204635	0.000566737	6.97E-05	4.30E-05	0	5.16E-05	0	6.22E-05	0	5.82E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H17O9NS2	359.034476	CH(O)NS	carbohydrates	0	0	0	0	0	0	6.03E-05	0	0.000230387	0	0	4.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H17ON	167.131014	CH(O)N	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137554	0	0	0
C10H18O2	170.13068	CH(O)	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000142113	0	0.00014031	0	0.000103456	0.00015944	0	0.000109068	0.000179782	0.000240266
C10H18O3	186.125595	CH(O)	lipids	0.000170789	0.000146859	0.000166211	0.000316781	0.000124464	0.000155791	0.000349073	0.000409082	0.000468101	0.000506173	0.000510174	0.00048915	0.000182216	0.000310229	0.00024882	0.000429658	0.000209249	0.00021653	0.000294701	0.000395484	0.000335217	0.000633538	0.000569774	0.000251233	0.000149163	0.000279042	0.000217622	0.000352725	0.000326236	0.000223022	0.000220821	0.00072057	0.000390408	0.00076551	0.000608852	0.000344599	0.000703944	0.002030167	0.005012808	0.003686337	0.008897985	0.003787108	0.013122071	0.007975422	0.00990173	0.007539562	0.009463822	0.026960327
C10H18O3S	218.097666	CH(O)S	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.35E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H18O4	202.12051	CH(O)	unclassified	0.000236185	0.000131177	0.000193251	0.000161699	0.000119959	0.000181395	0.000193357	0.000299493	0.000263821	0.000329514	0.00028413	0.000239622	0.000112988	0.000186931	0.000160844	0.000218285	0.00013163	0.000126054	0.000119427	0.00015355	0.000131925	0.000220468	0.000203904	0.000106519	7.77E-05	0.000109227	9.08E-05	0.000149085	0.000165219	8.21E-05	0.000120162	0.000361763	0.000253586	0.000590329	0.000369367	0.00022159	0.000735365	0.005825332	0.005586933	0.0064804	0.00719924	0.003477398	0.005268279	0.006221147	0.007497389	0.008256091	0.007684933	0.005835802
C10H18O4N2	230.126658	CH(O)N	protein or amino sugars	0	0	0	0	0	0	9.17E-05	0.000140394	9.29E-05	7.56E-05	9.06E-05	0.000119721	8.33E-05	0.000111322	0.000147994	0.000124318	0.000121946	6.21E-05	3.62E-05	4.05E-05	5.78E-05	7.71E-05	6.13E-05	3.65E-05	0	4.95E-05	3.18E-05	0	6.10E-05	0	0	5.52E-05	4.89E-05	3.97E-05	0	3.00E-05	0	0.00013019	0	0	0	0	0	0.000139332	0.000249703	0	0.000108794	0
C10H18O4N2S	262.098729	CH(O)NS	protein or amino sugars	0.000138039	0	0.000101595	0	0.000105833	0.000116973	0.000238186	0.000365087	0.000437105	0.000418589	0.000441616	0.000371766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H18O4N2S2	294.0708	CH(O)NS	protein or amino sugars	0	0	0	0	0	0	0	4.45E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H18O4S	234.092581	CH(O)S	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.72E-05	0	0	0	0	0	5.38E-05	5.03E-05	0	3.55E-05	0	0	8.35E-05	0	0	0.000110419	5.78E-05	6.22E-05	9.97E-05	7.26E-05	9.74E-05	0.000357327	0.000170265	0.000268974	0.000377225	0.000176206	0.00019614	0.00029105	0.000212976	0.000318876	0.00048617	0.000290105
C10H18O4S2	266.064652	CH(O)S	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000217714	0	0	0.00029119	0.000191398	0.000225721	0.000338192	0
C10H18O5	218.115425	CH(O)	unclassified	0.000354857	0.000371087	0.000434106	0.000477954	0.000357428	0.000345001	0.000448862	0.000633494	0.000458456	0.000631993	0.000555437	0.000494865	0.000322688	0.000482307	0.000433767	0.000454556	0.000362476	0.000293263	0.000287705	0.000338084	0.000289855	0.000503989	0.000450026	0.000245644	0.0001507	0.00023258	0.000174309	0.000261215	0.000384834	0.000142277	0.000195888	0.00052154	0.00046367	0.00058413	0.00046276	0.000262814	0.00054689	0.007119666	0.005481403	0.01125164	0.01219244	0.002114666	0.00391779	0.008665913	0.007693401	0.012130724	0.010295701	0.002961661
C10H18O5N2	246.121573	CH(O)N	protein or amino sugars	0.0001934	0.000207358	0.000136292	0	0.000298138	0.000257812	0.000248079	0.000205228	0.000517788	0.000140779	0.000315023	0.00028314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H18O5N2S	278.093644	CH(O)NS	protein or amino sugars	0.000748738	0.000945712	0.000737905	0.000699174	0.000968792	0.000856028	0	0.000133348	0.000249395	0.000149911	0.000261316	0.000504113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H18O5N2S2	310.065715	CH(O)NS	protein or amino sugars	0	0	0	0	0	0	0	7.77E-05	0	4.62E-05	6.33E-05	3.61E-05	0	0	0	0	0	0	0	0	0	0	0	3.60E-05	3.69E-05	4.78E-05	0	5.67E-05	0	0	4.22E-05	3.99E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H18O5S	250.087496	CH(O)S	unclassified	0	0.000103086	0	0	0	0	8.94E-05	8.97E-05	6.05E-05	9.04E-05	7.42E-05	0.000142398	0	3.95E-05	0	5.61E-05	3.83E-05	3.29E-05	5.70E-05	5.54E-05	3.45E-05	8.73E-05	9.43E-05	4.95E-05	0	5.07E-05	3.55E-05	6.10E-05	5.62E-05	4.46E-05	3.58E-05	0.000117548	6.15E-05	7.98E-05	0.000106342	6.40E-05	8.34E-05	0.000351101	0.000239357	0.0003017	0.000339989	0	0.000214709	0.000379423	0.000240409	0.000281834	0.000434371	0.000196991
C10H18O5S2	282.059567	CH(O)S	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000155189	0	0	0	0
C10H18O6	234.11034	CH(O)	unclassified	0	0	0	0	0.000126454	0	8.95E-05	9.95E-05	0	0.000102706	0.000104338	0.000105381	6.17E-05	6.05E-05	6.84E-05	6.89E-05	0	4.58E-05	6.02E-05	4.66E-05	4.80E-05	7.82E-05	5.93E-05	5.34E-05	0	3.56E-05	0	0	6.29E-05	0	3.91E-05	0	7.61E-05	6.24E-05	6.15E-05	4.08E-05	8.87E-05	0	0.000223739	0.000182525	0.000204259	0	0	0	0.000224244	0.000253162	0	0
C10H18O6N2	262.116488	CH(O)N	protein or amino sugars	0	0	0	0	0	0	0	0	5.53E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H18O6S	266.082411	CH(O)S	unclassified	0	0	0	0	0	0	6.55E-05	6.71E-05	0	7.36E-05	9.43E-05	8.53E-05	0	0	0	0	0	0	0	0	4.95E-05	7.56E-05	8.10E-05	3.83E-05	0	0	0	0	0	0	0	0	4.27E-05	3.37E-05	4.78E-05	3.13E-05	7.36E-05	0	0.000210702	0.000301137	0.00032217	0	0.000267941	0.000380228	0.000241364	0.000400297	0.00046204	0.000413101
C10H18O7	250.105255	CH(O)	carbohydrates	0	0.000113598	0	9.42E-05	0.000106821	0.000109768	3.52E-05	6.31E-05	8.75E-05	3.44E-05	4.47E-05	4.60E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10H18O7S	282.077326	CH(O)S	carbohydrates	0	0	0	0	0	0	3.53E-05	0	5.70E-05	3.51E-05	4.66E-05	4.63E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000130162	0.000247231	0	0	0.000127644	0	0.000220947	0	0.000132806	0
C10H18O7S2	314.049397	CH(O)S	carbohydrates	0	0	0	0	0	0	3.89E-05	0.000160464	0.000108651	0.000131031	0.000152228	0.000119122	0	0	0	0	0	0	0	4.46E-05	0	5.70E-05	0	4.59E-05	0	0	0	0	0	0	0	5.11E-05	4.16E-05	0	5.34E-05	4.08E-05	0	0	0	0	0	0	0	0	0	0	0	0
